,localidade,rede,ideb_2015,ideb_2017,ideb_2019,ideb_2021,ideb_2023,meta_2015,meta_2017,meta_2019,meta_2021,anos,cod,6_ao_9_ano,1_ao_5_ano,ensino_médio
3516,Santa Cruz da Esperança,Municipal,5.8,5.9,6.4,6.0,6.4,"5,1","5,4","5,7",6,1º ao 5º ano,3546256.0,False,True,False
3517,Santa Cruz da Esperança,Pública,5.8,5.9,6.4,6.0,6.4,"5,1","5,4","5,7",6,1º ao 5º ano,3546256.0,False,True,False
3518,Santa Cruz da Esperança,Pública,5.0,5.8,5.9,5.0,5.7,"5,4","5,7","5,9","6,1",6º ao 9º ano,3546256.0,True,False,False
3521,Santa Cruz das Palmeiras,Estadual,4.6,4.6,5.5,5.2,5.3,"4,9","5,2","5,4","5,7",6º ao 9º ano,3546306.0,True,False,False
3522,Santa Cruz das Palmeiras,Municipal,6.6,6.5,6.7,6.3,6.3,"5,9","6,2","6,4","6,7",1º ao 5º ano,3546306.0,False,True,False
3523,Santa Cruz das Palmeiras,Pública,6.6,6.5,6.7,6.3,6.3,"5,9","6,2","6,4","6,7",1º ao 5º ano,3546306.0,False,True,False
3524,Santa Cruz das Palmeiras,Pública,4.6,4.6,5.5,5.2,5.3,"4,9","5,2","5,4","5,7",6º ao 9º ano,3546306.0,True,False,False
3527,Santa Cruz do Rio Pardo,Estadual,7.3,6.6,6.9,6.6,6.7,"6,9","7,1","7,3","7,5",1º ao 5º ano,3546405.0,False,True,False
3528,Santa Cruz do Rio Pardo,Estadual,5.2,5.1,5.5,5.2,5.2,"5,9","6,1","6,3","6,5",6º ao 9º ano,3546405.0,True,False,False
3529,Santa Cruz do Rio Pardo,Municipal,5.5,5.9,6.3,6.1,6.2,6,"6,3","6,5","6,7",6º ao 9º ano,3546405.0,True,False,False
3530,Santa Cruz do Rio Pardo,Municipal,6.7,6.9,7.3,6.1,6.7,"5,6","5,9","6,1","6,4",1º ao 5º ano,3546405.0,False,True,False
3531,Santa Cruz do Rio Pardo,Pública,6.9,6.8,7.1,6.2,6.7,"6,1","6,4","6,6","6,8",1º ao 5º ano,3546405.0,False,True,False
3532,Santa Cruz do Rio Pardo,Pública,5.3,5.3,5.7,5.4,5.5,"5,9","6,1","6,3","6,6",6º ao 9º ano,3546405.0,True,False,False
3535,Santa Ernestina,Estadual,5.1,5.0,5.0,5.1,5.5,"5,3","5,5","5,8",6,6º ao 9º ano,3546504.0,True,False,False
3536,Santa Ernestina,Municipal,6.7,6.7,6.5,6.3,7.0,"5,7",6,"6,2","6,5",1º ao 5º ano,3546504.0,False,True,False
3537,Santa Ernestina,Pública,6.7,6.7,6.5,6.3,7.0,"5,7",6,"6,2","6,5",1º ao 5º ano,3546504.0,False,True,False
3538,Santa Ernestina,Pública,5.1,5.0,5.0,5.1,5.5,"5,3","5,5","5,8",6,6º ao 9º ano,3546504.0,True,False,False
3542,Santa Fé do Sul,Municipal,5.7,5.9,6.0,5.9,5.7,"6,5","6,6","6,8",7,6º ao 9º ano,3546603.0,True,False,False
3543,Santa Fé do Sul,Municipal,6.6,7.0,6.6,6.5,6.4,6,"6,2","6,5","6,7",1º ao 5º ano,3546603.0,False,True,False
3544,Santa Fé do Sul,Pública,6.6,7.0,6.6,6.5,6.4,6,"6,2","6,5","6,7",1º ao 5º ano,3546603.0,False,True,False
3545,Santa Fé do Sul,Pública,5.7,5.9,6.0,5.9,5.7,6,"6,3","6,5","6,7",6º ao 9º ano,3546603.0,True,False,False
3548,Santa Gertrudes,Municipal,5.3,5.7,5.6,5.8,5.8,"5,7","5,9","6,1","6,3",6º ao 9º ano,3546702.0,True,False,False
3549,Santa Gertrudes,Municipal,6.6,6.7,6.7,6.3,6.8,"6,1","6,4","6,6","6,8",1º ao 5º ano,3546702.0,False,True,False
3550,Santa Gertrudes,Pública,6.6,6.7,6.7,6.3,6.8,"6,1","6,4","6,6","6,8",1º ao 5º ano,3546702.0,False,True,False
3551,Santa Gertrudes,Pública,5.3,5.7,5.6,5.8,5.8,"5,7","5,9","6,1","6,3",6º ao 9º ano,3546702.0,True,False,False
3556,Santa Isabel,Estadual,5.3,5.1,5.7,5.5,5.4,"5,4","5,7","5,9","6,1",6º ao 9º ano,3546801.0,True,False,False
3557,Santa Isabel,Municipal,6.0,6.6,6.7,6.4,6.3,"5,5","5,8",6,"6,3",1º ao 5º ano,3546801.0,False,True,False
3558,Santa Isabel,Pública,6.0,6.6,6.7,6.4,6.3,6,"6,2","6,5","6,7",1º ao 5º ano,3546801.0,False,True,False
3559,Santa Isabel,Pública,5.2,5.1,5.7,5.5,5.4,"5,4","5,7","5,9","6,1",6º ao 9º ano,3546801.0,True,False,False
3563,Santa Lúcia,Municipal,6.0,6.4,6.7,6.1,6.6,"6,4","6,6","6,8","7,1",1º ao 5º ano,3546900.0,False,True,False
3564,Santa Lúcia,Pública,6.0,6.4,6.7,6.1,6.6,"6,4","6,6","6,8","7,1",1º ao 5º ano,3546900.0,False,True,False
3569,Santa Maria da Serra,Estadual,4.7,5.1,5.2,5.3,5.1,"4,9","5,2","5,4","5,7",6º ao 9º ano,3547007.0,True,False,False
3570,Santa Maria da Serra,Municipal,5.5,5.4,6.4,5.7,6.2,"5,7","5,9","6,1","6,4",1º ao 5º ano,3547007.0,False,True,False
3571,Santa Maria da Serra,Pública,5.5,5.4,6.4,5.7,6.2,"6,8",7,"7,2","7,4",1º ao 5º ano,3547007.0,False,True,False
3572,Santa Maria da Serra,Pública,4.7,5.1,5.2,5.3,5.1,"4,9","5,2","5,4","5,7",6º ao 9º ano,3547007.0,True,False,False
3575,Santa Mercedes,Estadual,4.6,4.1,4.8,5.1,5.7,"5,3","5,6","5,8","6,1",6º ao 9º ano,3547106.0,True,False,False
3576,Santa Mercedes,Municipal,6.2,6.7,6.9,6.0,7.1,"5,7","5,9","6,2","6,4",1º ao 5º ano,3547106.0,False,True,False
3577,Santa Mercedes,Pública,6.2,6.7,6.9,6.0,7.1,"5,7","5,9","6,2","6,4",1º ao 5º ano,3547106.0,False,True,False
3578,Santa Mercedes,Pública,4.6,4.1,4.8,5.1,5.7,"5,3","5,6","5,8","6,1",6º ao 9º ano,3547106.0,True,False,False
3581,Santa Rita do Passa Quatro,Estadual,4.6,4.8,4.8,5.1,4.8,5,"5,2","5,5","5,7",6º ao 9º ano,3547502.0,True,False,False
3583,Santa Rita do Passa Quatro,Municipal,6.1,6.6,6.5,6.3,6.6,"6,2","6,4","6,7","6,9",1º ao 5º ano,3547502.0,False,True,False
3584,Santa Rita do Passa Quatro,Pública,6.1,6.6,6.5,6.3,6.6,"6,2","6,4","6,7","6,9",1º ao 5º ano,3547502.0,False,True,False
3585,Santa Rita do Passa Quatro,Pública,4.5,4.8,4.8,5.1,4.8,5,"5,2","5,5","5,7",6º ao 9º ano,3547502.0,True,False,False
3590,Santa Rita d'Oeste,Municipal,6.6,6.1,7.2,6.4,7.4,"6,9","7,1","7,3","7,5",1º ao 5º ano,3547403.0,False,True,False
3591,Santa Rita d'Oeste,Pública,6.6,6.1,7.2,6.4,7.4,"6,9","7,1","7,3","7,5",1º ao 5º ano,3547403.0,False,True,False
3595,Santa Rosa de Viterbo,Estadual,4.9,4.6,5.4,5.3,4.9,"5,4","5,7","5,9","6,1",6º ao 9º ano,3547601.0,True,False,False
3596,Santa Rosa de Viterbo,Municipal,5.9,6.0,6.1,5.5,5.7,"5,8",6,"6,3","6,5",1º ao 5º ano,3547601.0,False,True,False
3597,Santa Rosa de Viterbo,Pública,5.9,6.0,6.1,5.5,5.7,"5,9","6,1","6,4","6,6",1º ao 5º ano,3547601.0,False,True,False
3598,Santa Rosa de Viterbo,Pública,4.9,4.6,5.4,5.3,4.9,"5,4","5,7","5,9","6,1",6º ao 9º ano,3547601.0,True,False,False
3614,Santana de Parnaíba,Municipal,4.6,5.6,5.5,5.3,5.5,"4,9","5,2","5,4","5,7",6º ao 9º ano,3547304.0,True,False,False
3615,Santana de Parnaíba,Municipal,5.7,6.6,6.4,6.1,6.4,"5,7","5,9","6,2","6,4",1º ao 5º ano,3547304.0,False,True,False
3616,Santana de Parnaíba,Pública,5.7,6.6,6.4,6.1,6.4,"5,7","5,9","6,2","6,4",1º ao 5º ano,3547304.0,False,True,False
3617,Santana de Parnaíba,Pública,4.6,5.6,5.5,5.3,5.5,"4,9","5,2","5,4","5,7",6º ao 9º ano,3547304.0,True,False,False
3621,Santo Anastácio,Estadual,4.7,4.5,4.6,4.7,4.9,5,"5,3","5,5","5,8",6º ao 9º ano,3547700.0,True,False,False
3622,Santo Anastácio,Municipal,6.3,6.2,6.6,5.7,6.1,"6,4","6,6","6,8",7,1º ao 5º ano,3547700.0,False,True,False
3623,Santo Anastácio,Pública,6.3,6.2,6.6,5.7,6.1,"5,9","6,2","6,4","6,7",1º ao 5º ano,3547700.0,False,True,False
3624,Santo Anastácio,Pública,4.7,4.5,4.6,4.7,4.9,5,"5,3","5,5","5,8",6º ao 9º ano,3547700.0,True,False,False
3627,Santo André,Estadual,6.7,6.7,6.8,6.2,6.4,"6,3","6,5","6,7","6,9",1º ao 5º ano,3547809.0,False,True,False
3628,Santo André,Estadual,4.5,4.9,5.2,5.3,5.2,"5,3","5,6","5,8","6,1",6º ao 9º ano,3547809.0,True,False,False
3629,Santo André,Municipal,6.2,6.4,6.3,6.0,6.5,6,"6,3","6,5","6,8",1º ao 5º ano,3547809.0,False,True,False
3630,Santo André,Pública,6.4,6.5,6.5,6.1,6.5,"6,2","6,4","6,7","6,9",1º ao 5º ano,3547809.0,False,True,False
3631,Santo André,Pública,4.5,4.9,5.2,5.3,5.2,"5,3","5,6","5,8","6,1",6º ao 9º ano,3547809.0,True,False,False
3638,Santo Antônio da Alegria,Pública,5.3,5.3,5.6,5.7,5.4,5,"5,3","5,5","5,8",6º ao 9º ano,3547908.0,True,False,False
3642,Santo Antônio de Posse,Municipal,4.1,4.6,4.6,4.6,5.0,"4,8","5,1","5,3","5,6",6º ao 9º ano,3548005.0,True,False,False
3643,Santo Antônio de Posse,Municipal,5.6,5.7,5.9,5.5,5.9,"5,7",6,"6,2","6,5",1º ao 5º ano,3548005.0,False,True,False
3644,Santo Antônio de Posse,Pública,5.6,5.7,5.9,5.5,5.9,"5,7",6,"6,2","6,5",1º ao 5º ano,3548005.0,False,True,False
3645,Santo Antônio de Posse,Pública,4.1,4.6,4.6,4.6,5.0,"5,1","5,3","5,6","5,8",6º ao 9º ano,3548005.0,True,False,False
3648,Santo Antônio do Aracanguá,Municipal,5.3,5.8,5.4,5.8,5.7,"4,9","5,1","5,4","5,6",6º ao 9º ano,3548054.0,True,False,False
3649,Santo Antônio do Aracanguá,Municipal,6.5,6.7,6.4,6.4,6.4,"5,2","5,5","5,8",6,1º ao 5º ano,3548054.0,False,True,False
3650,Santo Antônio do Aracanguá,Pública,6.5,6.7,6.4,6.4,6.4,"5,2","5,5","5,8",6,1º ao 5º ano,3548054.0,False,True,False
3651,Santo Antônio do Aracanguá,Pública,5.3,5.8,5.4,5.8,5.7,"4,9","5,1","5,4","5,6",6º ao 9º ano,3548054.0,True,False,False
3655,Santo Antônio do Jardim,Estadual,5.7,5.6,5.8,5.5,4.6,6,"6,2","6,4","6,6",6º ao 9º ano,3548104.0,True,False,False
3656,Santo Antônio do Jardim,Municipal,6.7,7.0,7.4,6.5,6.1,"6,7","6,9","7,1","7,3",1º ao 5º ano,3548104.0,False,True,False
3657,Santo Antônio do Jardim,Pública,6.7,7.1,7.4,6.5,6.2,"6,7","6,9","7,1","7,3",1º ao 5º ano,3548104.0,False,True,False
3658,Santo Antônio do Jardim,Pública,5.7,5.6,5.8,5.5,4.6,6,"6,2","6,4","6,6",6º ao 9º ano,3548104.0,True,False,False
3661,Santo Antônio do Pinhal,Municipal,4.7,5.0,5.4,5.5,5.2,"5,3","5,5","5,8",6,6º ao 9º ano,3548203.0,True,False,False
3662,Santo Antônio do Pinhal,Municipal,6.3,6.6,6.5,6.0,6.6,6,"6,3","6,5","6,8",1º ao 5º ano,3548203.0,False,True,False
3663,Santo Antônio do Pinhal,Pública,6.3,6.6,6.5,6.0,6.6,6,"6,3","6,5","6,8",1º ao 5º ano,3548203.0,False,True,False
3664,Santo Antônio do Pinhal,Pública,4.7,5.0,5.4,5.5,5.2,"5,3","5,5","5,8",6,6º ao 9º ano,3548203.0,True,False,False
3668,Santo Expedito,Estadual,4.5,4.7,4.0,5.2,4.4,"5,2","5,4","5,7","5,9",6º ao 9º ano,3548302.0,True,False,False
3671,Santo Expedito,Pública,4.5,4.7,4.0,5.2,4.4,"5,2","5,4","5,7","5,9",6º ao 9º ano,3548302.0,True,False,False
3674,Santópolis do Aguapeí,Estadual,5.4,4.8,5.5,5.0,5.4,"5,4","5,6","5,8","6,1",6º ao 9º ano,3548401.0,True,False,False
3675,Santópolis do Aguapeí,Municipal,6.9,7.1,7.8,7.0,7.0,"5,9","6,2","6,4","6,7",1º ao 5º ano,3548401.0,False,True,False
3676,Santópolis do Aguapeí,Pública,6.9,7.1,7.8,7.0,7.0,"5,9","6,2","6,4","6,7",1º ao 5º ano,3548401.0,False,True,False
3677,Santópolis do Aguapeí,Pública,5.4,4.8,5.5,5.0,5.4,"5,4","5,6","5,8","6,1",6º ao 9º ano,3548401.0,True,False,False
3681,Santos,Estadual,5.0,5.0,5.4,5.1,5.2,5,"5,2","5,5","5,7",6º ao 9º ano,3548500.0,True,False,False
3682,Santos,Municipal,5.0,5.0,5.1,5.3,5.0,"5,3","5,6","5,8","6,1",6º ao 9º ano,3548500.0,True,False,False
3683,Santos,Municipal,6.1,6.0,5.8,5.9,5.9,"5,7",6,"6,2","6,5",1º ao 5º ano,3548500.0,False,True,False
3684,Santos,Pública,6.1,6.0,5.8,5.9,5.9,"5,7",6,"6,2","6,5",1º ao 5º ano,3548500.0,False,True,False
3685,Santos,Pública,5.0,5.0,5.3,5.2,5.1,"5,1","5,3","5,5","5,8",6º ao 9º ano,3548500.0,True,False,False
3688,São Bento do Sapucaí,Estadual,5.6,5.8,6.0,5.6,5.6,"5,2","5,4","5,7","5,9",6º ao 9º ano,3548609.0,True,False,False
3689,São Bento do Sapucaí,Municipal,6.4,6.5,6.5,6.1,7.2,"5,7",6,"6,3","6,5",1º ao 5º ano,3548609.0,False,True,False
3690,São Bento do Sapucaí,Pública,6.4,6.5,6.5,6.1,7.2,"5,7",6,"6,3","6,5",1º ao 5º ano,3548609.0,False,True,False
3691,São Bento do Sapucaí,Pública,5.6,5.8,6.0,5.6,5.6,"5,2","5,4","5,7","5,9",6º ao 9º ano,3548609.0,True,False,False
3694,São Bernardo do Campo,Estadual,4.6,4.9,5.6,5.6,5.4,"5,4","5,7","5,9","6,1",6º ao 9º ano,3548708.0,True,False,False
3695,São Bernardo do Campo,Municipal,6.8,6.9,6.9,6.4,6.7,"6,1","6,4","6,6","6,8",1º ao 5º ano,3548708.0,False,True,False
3696,São Bernardo do Campo,Pública,6.8,6.9,6.9,6.4,6.7,"6,1","6,4","6,6","6,8",1º ao 5º ano,3548708.0,False,True,False
3697,São Bernardo do Campo,Pública,4.6,4.9,5.6,5.6,5.4,"5,4","5,7","5,9","6,1",6º ao 9º ano,3548708.0,True,False,False
3702,São Caetano do Sul,Estadual,5.2,5.5,5.9,5.9,5.9,"5,7","5,9","6,1","6,3",6º ao 9º ano,3548807.0,True,False,False
3703,São Caetano do Sul,Municipal,6.0,6.4,6.3,6.2,5.8,"6,4","6,6","6,8",7,6º ao 9º ano,3548807.0,True,False,False
3704,São Caetano do Sul,Municipal,7.2,7.5,7.3,7.0,7.0,"6,6","6,8",7,"7,2",1º ao 5º ano,3548807.0,False,True,False
3705,São Caetano do Sul,Pública,7.2,7.5,7.3,7.0,7.0,"6,6","6,8",7,"7,2",1º ao 5º ano,3548807.0,False,True,False
3706,São Caetano do Sul,Pública,5.7,6.2,6.2,6.1,5.8,"5,6","5,8","6,1","6,3",6º ao 9º ano,3548807.0,True,False,False
3710,São Carlos,Estadual,7.2,7.2,7.3,6.8,7.1,"6,6","6,8",7,"7,2",1º ao 5º ano,3548906.0,False,True,False
3711,São Carlos,Estadual,5.1,5.4,5.6,5.7,5.5,"5,5","5,7","5,9","6,2",6º ao 9º ano,3548906.0,True,False,False
3712,São Carlos,Municipal,5.8,5.7,5.9,5.9,5.9,"5,7","5,9","6,2","6,4",6º ao 9º ano,3548906.0,True,False,False
3713,São Carlos,Municipal,6.5,7.0,6.8,6.2,6.2,6,"6,2","6,5","6,7",1º ao 5º ano,3548906.0,False,True,False
3714,São Carlos,Pública,6.8,7.1,7.1,6.5,6.7,"6,4","6,6","6,8",7,1º ao 5º ano,3548906.0,False,True,False
3715,São Carlos,Pública,5.2,5.4,5.6,5.7,5.5,"5,5","5,7",6,"6,2",6º ao 9º ano,3548906.0,True,False,False
3718,São Francisco,Estadual,7.2,7.3,7.0,5.1,6.5,"5,9","6,2","6,4","6,7",1º ao 5º ano,3549003.0,False,True,False
3719,São Francisco,Estadual,6.1,5.9,5.9,6.4,6.2,"6,3","6,5","6,7","6,9",6º ao 9º ano,3549003.0,True,False,False
3720,São Francisco,Pública,7.2,7.3,7.0,5.1,6.5,"5,9","6,2","6,4","6,7",1º ao 5º ano,3549003.0,False,True,False
3721,São Francisco,Pública,6.1,5.9,5.9,6.4,6.2,"6,3","6,5","6,7","6,9",6º ao 9º ano,3549003.0,True,False,False
3726,São João da Boa Vista,Estadual,5.1,5.0,5.3,5.4,5.3,"5,8",6,"6,2","6,4",6º ao 9º ano,3549102.0,True,False,False
3727,São João da Boa Vista,Municipal,6.7,6.8,6.9,6.6,6.6,"6,5","6,7","6,9","7,1",1º ao 5º ano,3549102.0,False,True,False
3728,São João da Boa Vista,Pública,6.7,6.8,6.9,6.6,6.6,"6,5","6,7","6,9","7,1",1º ao 5º ano,3549102.0,False,True,False
3729,São João da Boa Vista,Pública,5.1,5.0,5.3,5.4,5.3,"5,8",6,"6,2","6,4",6º ao 9º ano,3549102.0,True,False,False
3732,São João das Duas Pontes,Estadual,5.7,4.5,5.8,5.3,5.5,"5,8",6,"6,2","6,4",6º ao 9º ano,3549201.0,True,False,False
3733,São João das Duas Pontes,Municipal,6.6,6.3,6.2,5.8,7.0,"7,3","7,4","7,6","7,8",1º ao 5º ano,3549201.0,False,True,False
3734,São João das Duas Pontes,Pública,6.6,6.3,6.2,5.8,7.0,"7,3","7,4","7,6","7,8",1º ao 5º ano,3549201.0,False,True,False
3735,São João das Duas Pontes,Pública,5.7,4.5,5.8,5.3,5.5,"5,8",6,"6,2","6,4",6º ao 9º ano,3549201.0,True,False,False
3740,São João de Iracema,Municipal,6.9,7.0,6.4,6.0,5.8,"6,3","6,5","6,7","6,9",1º ao 5º ano,3549250.0,False,True,False
3741,São João de Iracema,Pública,6.9,7.0,6.4,6.0,5.8,"5,7","5,9","6,2","6,4",1º ao 5º ano,3549250.0,False,True,False
3753,São Joaquim da Barra,Estadual,6.6,6.6,7.0,6.4,6.8,"5,7",6,"6,3","6,5",1º ao 5º ano,3549409.0,False,True,False
3754,São Joaquim da Barra,Estadual,5.0,5.0,4.9,5.3,5.2,"5,3","5,5","5,8",6,6º ao 9º ano,3549409.0,True,False,False
3755,São Joaquim da Barra,Pública,6.7,6.7,6.7,6.2,6.6,"5,7",6,"6,3","6,5",1º ao 5º ano,3549409.0,False,True,False
3756,São Joaquim da Barra,Pública,5.0,5.0,4.9,5.3,5.2,"5,3","5,5","5,8",6,6º ao 9º ano,3549409.0,True,False,False
3759,São José da Bela Vista,Estadual,4.5,4.1,4.5,4.0,4.3,"4,5","4,8",5,"5,3",6º ao 9º ano,3549508.0,True,False,False
3760,São José da Bela Vista,Municipal,5.5,5.6,5.8,5.2,5.1,"5,4","5,7",6,"6,2",1º ao 5º ano,3549508.0,False,True,False
3761,São José da Bela Vista,Pública,5.5,5.6,5.8,5.2,5.1,"5,4","5,7",6,"6,2",1º ao 5º ano,3549508.0,False,True,False
3762,São José da Bela Vista,Pública,4.5,4.1,4.5,4.0,4.3,"4,5","4,8",5,"5,3",6º ao 9º ano,3549508.0,True,False,False
3765,São José do Barreiro,Municipal,4.7,3.9,4.9,4.7,4.8,"4,5","4,7",5,"5,3",6º ao 9º ano,3549607.0,True,False,False
3766,São José do Barreiro,Municipal,5.2,4.9,6.0,5.8,6.1,"5,3","5,6","5,9","6,1",1º ao 5º ano,3549607.0,False,True,False
3767,São José do Barreiro,Pública,5.2,4.9,6.0,5.8,6.1,"5,3","5,6","5,9","6,1",1º ao 5º ano,3549607.0,False,True,False
3768,São José do Barreiro,Pública,4.7,3.9,4.9,4.7,4.8,"4,5","4,7",5,"5,3",6º ao 9º ano,3549607.0,True,False,False
3772,São José do Rio Pardo,Estadual,6.4,6.7,6.5,6.1,6.5,"6,2","6,5","6,7","6,9",1º ao 5º ano,3549706.0,False,True,False
3773,São José do Rio Pardo,Estadual,5.2,5.1,5.2,5.6,5.4,"5,9","6,1","6,3","6,5",6º ao 9º ano,3549706.0,True,False,False
3775,São José do Rio Pardo,Municipal,6.3,6.7,6.2,5.9,6.1,"5,6","5,8","6,1","6,4",1º ao 5º ano,3549706.0,False,True,False
3776,São José do Rio Pardo,Pública,6.4,6.7,6.4,6.0,6.3,6,"6,2","6,5","6,7",1º ao 5º ano,3549706.0,False,True,False
3777,São José do Rio Pardo,Pública,5.1,5.0,5.0,5.4,5.2,"5,8",6,"6,2","6,5",6º ao 9º ano,3549706.0,True,False,False
3781,São José do Rio Preto,Estadual,5.1,5.2,5.3,5.5,5.3,"5,6","5,9","6,1","6,3",6º ao 9º ano,3549805.0,True,False,False
3782,São José do Rio Preto,Municipal,4.8,4.9,4.7,4.9,4.5,"4,6","4,8","5,1","5,4",6º ao 9º ano,3549805.0,True,False,False
3783,São José do Rio Preto,Municipal,6.7,6.9,6.7,6.2,6.4,"6,4","6,6","6,9","7,1",1º ao 5º ano,3549805.0,False,True,False
3784,São José do Rio Preto,Pública,6.7,6.9,6.7,6.2,6.4,"6,4","6,6","6,8",7,1º ao 5º ano,3549805.0,False,True,False
3785,São José do Rio Preto,Pública,5.1,5.2,5.3,5.4,5.2,"5,5","5,8",6,"6,2",6º ao 9º ano,3549805.0,True,False,False
3789,São José dos Campos,Estadual,6.5,6.8,6.9,6.5,6.6,"6,1","6,3","6,6","6,8",1º ao 5º ano,3549904.0,False,True,False
3790,São José dos Campos,Estadual,4.9,5.0,5.3,5.5,5.3,"5,5","5,7",6,"6,2",6º ao 9º ano,3549904.0,True,False,False
3791,São José dos Campos,Municipal,5.6,5.8,5.9,5.7,5.8,6,"6,2","6,4","6,6",6º ao 9º ano,3549904.0,True,False,False
3792,São José dos Campos,Municipal,6.7,7.0,7.1,6.8,6.8,"6,4","6,7","6,9","7,1",1º ao 5º ano,3549904.0,False,True,False
3793,São José dos Campos,Pública,6.6,6.9,7.0,6.7,6.8,"6,2","6,5","6,7","6,9",1º ao 5º ano,3549904.0,False,True,False
3794,São José dos Campos,Pública,5.2,5.4,5.7,5.6,5.6,"5,7","5,9","6,2","6,4",6º ao 9º ano,3549904.0,True,False,False
3797,São Lourenço da Serra,Estadual,4.6,5.2,5.2,5.3,5.4,"5,3","5,6","5,8",6,6º ao 9º ano,3549953.0,True,False,False
3798,São Lourenço da Serra,Municipal,6.2,6.6,6.4,6.1,6.1,6,"6,3","6,5","6,8",1º ao 5º ano,3549953.0,False,True,False
3799,São Lourenço da Serra,Pública,6.2,6.6,6.4,6.1,6.1,6,"6,3","6,5","6,8",1º ao 5º ano,3549953.0,False,True,False
3800,São Lourenço da Serra,Pública,4.6,5.2,5.2,5.3,5.4,"5,3","5,6","5,8",6,6º ao 9º ano,3549953.0,True,False,False
3803,São Luiz do Paraitinga,Municipal,5.0,4.3,5.3,5.9,5.7,"4,9","5,2","5,4","5,7",6º ao 9º ano,3550001.0,True,False,False
3804,São Luiz do Paraitinga,Municipal,6.0,6.0,7.1,6.5,6.4,"5,6","5,8","6,1","6,3",1º ao 5º ano,3550001.0,False,True,False
3805,São Luiz do Paraitinga,Pública,6.0,6.0,7.1,6.5,6.4,"5,6","5,8","6,1","6,3",1º ao 5º ano,3550001.0,False,True,False
3806,São Luiz do Paraitinga,Pública,5.0,4.3,5.3,5.9,5.7,"4,9","5,2","5,4","5,7",6º ao 9º ano,3550001.0,True,False,False
3809,São Manuel,Estadual,4.7,4.4,4.8,5.1,4.9,"5,3","5,6","5,8","6,1",6º ao 9º ano,3550100.0,True,False,False
3810,São Manuel,Municipal,6.1,6.4,6.5,5.9,6.1,"5,9","6,2","6,4","6,6",1º ao 5º ano,3550100.0,False,True,False
3811,São Manuel,Pública,6.1,6.4,6.5,5.9,6.1,"5,9","6,2","6,4","6,6",1º ao 5º ano,3550100.0,False,True,False
3812,São Manuel,Pública,4.7,4.4,4.8,5.1,4.9,"5,3","5,6","5,8","6,1",6º ao 9º ano,3550100.0,True,False,False
3817,São Miguel Arcanjo,Estadual,5.5,5.4,5.5,5.3,5.5,"5,4","5,6","5,8","6,1",6º ao 9º ano,3550209.0,True,False,False
3819,São Miguel Arcanjo,Pública,6.7,6.6,7.0,6.3,6.4,6,"6,2","6,5","6,7",1º ao 5º ano,3550209.0,False,True,False
3820,São Miguel Arcanjo,Pública,5.5,5.4,5.5,5.3,5.5,"5,4","5,6","5,8","6,1",6º ao 9º ano,3550209.0,True,False,False
3826,São Paulo,Estadual,6.3,6.5,6.5,6.0,6.1,"5,9","6,2","6,4","6,6",1º ao 5º ano,3550308.0,False,True,False
3827,São Paulo,Estadual,4.3,4.4,4.9,5.1,4.9,5,"5,3","5,5","5,8",6º ao 9º ano,3550308.0,True,False,False
3828,São Paulo,Municipal,4.3,4.2,4.8,5.1,4.8,"5,3","5,6","5,8",6,6º ao 9º ano,3550308.0,True,False,False
3829,São Paulo,Municipal,5.8,6.0,6.0,5.7,5.6,"5,4","5,7",6,"6,2",1º ao 5º ano,3550308.0,False,True,False
3830,São Paulo,Pública,6.1,6.3,6.3,5.9,5.9,"5,7","5,9","6,2","6,4",1º ao 5º ano,3550308.0,False,True,False
3831,São Paulo,Pública,4.3,4.4,4.9,5.1,4.8,"5,2","5,4","5,6","5,9",6º ao 9º ano,3550308.0,True,False,False
3835,São Pedro,Municipal,5.2,5.0,5.5,5.7,5.5,"3,7",4,"4,2","4,5",6º ao 9º ano,3550407.0,True,False,False
3836,São Pedro,Municipal,6.0,6.2,6.5,5.8,6.3,"5,6","5,9","6,2","6,4",1º ao 5º ano,3550407.0,False,True,False
3837,São Pedro,Pública,6.0,6.2,6.5,5.8,6.3,"5,6","5,9","6,2","6,4",1º ao 5º ano,3550407.0,False,True,False
3838,São Pedro,Pública,4.8,4.7,5.5,5.7,5.4,"4,5","4,7",5,"5,2",6º ao 9º ano,3550407.0,True,False,False
3841,São Pedro do Turvo,Estadual,4.4,5.5,4.7,5.4,5.7,"5,2","5,4","5,7","5,9",6º ao 9º ano,3550506.0,True,False,False
3842,São Pedro do Turvo,Municipal,6.3,7.5,7.7,5.9,7.3,"5,7","5,9","6,2","6,4",1º ao 5º ano,3550506.0,False,True,False
3843,São Pedro do Turvo,Pública,6.3,7.5,7.7,5.9,7.3,"5,7","5,9","6,2","6,4",1º ao 5º ano,3550506.0,False,True,False
3844,São Pedro do Turvo,Pública,4.4,5.5,4.7,5.4,5.7,"5,2","5,4","5,7","5,9",6º ao 9º ano,3550506.0,True,False,False
3848,São Roque,Municipal,4.5,4.8,5.0,5.1,4.9,"5,1","5,3","5,6","5,8",6º ao 9º ano,3550605.0,True,False,False
3849,São Roque,Municipal,5.7,5.9,6.1,5.7,5.7,"5,8",6,"6,3","6,5",1º ao 5º ano,3550605.0,False,True,False
