;NOME;INSTITUICAO_ENSINO_ALUNO;IDADE_ALUNO;ANOS_PM;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO;FASE;TURMA
396;ALUNO-397;Rede Decisão/União;12;4;Não;7.687500833333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.5;4.375;6.666666666666667;7.5;6.7499975;10.0;2020;3;B
398;ALUNO-399;Escola Pública;12;0;Não;4.233888;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0.0;4.6;6.875;0.0;7.708333333333334;6.777773333333332;5.0;2020;2;P
399;ALUNO-400;Escola Pública;10;1;Não;4.864168666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;4.3;3.75;0.0;7.291666666666667;7.5;5.0;2020;1;C
400;ALUNO-401;Escola Pública;13;1;Não;8.410210333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;9.9;7.5;6.166666666666667;7.96875;8.458335;10.0;2020;3;L
403;ALUNO-404;Rede Decisão/União;13;4;Não;8.318544833333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.9;4.375;6.666666666666667;8.59375;8.5416725;10.0;2020;3;L
405;ALUNO-406;Escola Pública;10;2;Não;7.978752000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.8;7.5;9.5;7.1875;7.25;5.0;2020;1;D
406;ALUNO-407;Rede Decisão/União;13;2;Sim;8.289376333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5.83333;9.9;5.0;7.666666666666667;8.59375;9.166675;10.0;2020;3;L
407;ALUNO-408;Escola Pública;8;0;Não;9.316669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;10.0;10.0;7.5;8.333335;10.0;2020;0;C
413;ALUNO-414;Escola Pública;14;1;Não;5.773612;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;8.0;7.5;0.0;8.541666666666666;6.888886666666666;5.0;2020;2;P
415;ALUNO-416;Escola Pública;13;2;Não;7.780279333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.7;6.25;7.0;7.708333333333334;8.22222;5.0;2020;2;G
420;ALUNO-421;Escola Pública;15;2;Não;7.137293833333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;5.9;7.5;7.666666666666667;7.65625;7.2500025;5.0;2020;3;A
423;ALUNO-424;Escola Pública;12;3;Não;7.912085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.8;7.5;9.0;7.1875;7.416665;5.0;2020;1;G
424;ALUNO-425;Escola Pública;13;1;Não;7.131665666666668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;6.2;7.5;7.333333333333333;6.666666666666667;5.666656666666667;10.0;2020;3;H
425;ALUNO-426;Escola Pública;10;0;Não;6.645835333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;6.5;7.5;5.0;7.291666666666667;7.833333333333333;5.0;2020;1;K
430;ALUNO-431;Escola Pública;9;0;Não;6.814172000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.8;6.875;8.5;2.5;3.83335;5.0;2020;0;F
434;ALUNO-435;Escola Pública;16;0;Não;7.312779666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50001;8.8;7.5;5.333333333333333;8.749999999999998;8.055560000000002;5.0;2020;4;B
436;ALUNO-437;Escola Pública;9;2;Não;7.808335333333335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.5;7.5;5.5;7.916666666666668;7.333333333333333;10.0;2020;1;C
438;ALUNO-439;Escola Pública;15;2;Não;4.931111666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;3.6;7.5;0.0;7.916666666666668;6.055549999999999;5.0;2020;4;L
440;ALUNO-441;Escola Pública;11;1;Não;7.599446;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;7.4;6.25;8.5;5.0;6.72222;10.0;2020;2;J
441;ALUNO-442;Escola Pública;9;0;Não;8.216668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;9.5;7.5;7.33333;5.0;2020;0;F
442;ALUNO-443;Escola Pública;12;1;Não;7.670558000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.7;7.5;6.0;8.749999999999998;7.777780000000001;5.0;2020;2;P
444;ALUNO-445;Escola Pública;11;0;Não;6.662085000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.3;7.5;4.75;7.1875;7.916665;5.0;2020;1;M
446;ALUNO-447;Escola Pública;10;1;Não;7.0;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;5.0;9.5;2.5;4.99999;5.0;2020;0;G
447;ALUNO-448;Escola Pública;11;1;Não;7.510557333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.9;9.375;1.5;8.541666666666666;8.444443333333332;10.0;2020;2;R
448;ALUNO-449;Escola Pública;9;1;Não;8.745557333333332;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.2;7.5;10.0;7.5;7.277776666666666;10.0;2020;1;N
449;ALUNO-450;Escola Pública;15;1;Não;6.957083833333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;6.4;7.5;6.666666666666667;8.4375;7.2916675;5.0;2020;4;E
450;ALUNO-451;Escola Pública;9;2;Não;7.322224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;8.0;6.25;4.5;7.083333333333333;7.944443333333333;10.0;2020;1;E
452;ALUNO-453;Escola Pública;10;1;Não;5.682502;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;6.1;7.5;0.0;8.125;7.75;5.0;2020;1;G
454;ALUNO-455;Escola Pública;9;1;Sim;8.586392000000002;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.3;7.5;7.0;7.708333333333334;9.277783333333334;10.0;2020;2;F
456;ALUNO-457;Escola Pública;7;0;Não;5.9116686666666665;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;7.1;5.625;0.0;5.625;7.833333333333333;10.0;2020;1;J
457;ALUNO-458;Escola Pública;10;0;Não;5.535835333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;6.2;7.5;0.0;7.291666666666667;7.333333333333333;5.0;2020;1;C
458;ALUNO-459;Escola Pública;17;1;Não;5.938332666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.66666;6.9;3.125;3.6666666666666665;8.125;7.666666666666667;5.0;2020;5;L
459;ALUNO-460;Escola Pública;15;4;Sim;8.113544166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;9.0;4.375;6.333333333333333;8.59375;8.958337499999999;10.0;2020;5;G
461;ALUNO-462;Escola Pública;16;0;Não;7.248334333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;8.2;7.5;6.0;8.333333333333334;7.666670000000001;5.0;2020;5;B
462;ALUNO-463;Rede Decisão/União;12;3;Não;8.291043;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;9.7;5.0;8.0;8.59375;7.583335;10.0;2020;3;L
463;ALUNO-464;Escola Pública;14;0;Não;6.841113666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;8.4;7.5;0.0;8.749999999999998;7.888893333333335;10.0;2020;4;B
465;ALUNO-466;Escola Pública;17;3;Não;5.782291333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0.0;6.5;6.25;5.166666666666667;7.65625;7.791665;5.0;2020;6;A
466;ALUNO-467;Escola Pública;13;1;Não;6.622917999999999;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;7.5;6.875;3.75;7.1875;7.58333;5.0;2020;2;M
467;ALUNO-468;Escola Pública;10;2;Não;7.426390666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;7.5;5.0;9.0;6.875;7.444443333333333;5.0;2020;1;N
468;ALUNO-469;Rede Decisão/União;12;4;Não;8.347085000000002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;9.1;6.875;8.0;7.8125;7.91667;10.0;2020;3;A
471;ALUNO-472;Escola Pública;10;0;Não;8.223057333333335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.9;7.5;9.5;7.708333333333334;8.11111;5.0;2020;1;K
472;ALUNO-473;Escola Pública;10;2;Não;7.809445333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;7.7;6.875;10.0;6.875;7.222216666666665;5.0;2020;1;E
473;ALUNO-474;Escola Pública;10;1;Não;8.033612666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.3;7.5;9.5;7.291666666666667;7.72222;5.0;2020;1;H
475;ALUNO-476;Escola Pública;17;1;Não;8.101250333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.1;6.25;7.166666666666667;7.8125;8.041665;10.0;2020;7;B
476;ALUNO-477;Escola Pública;12;1;Não;5.791112666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;5.9;5.0;2.75;7.5;7.055553333333332;5.0;2020;2;L
477;ALUNO-478;Escola Pública;14;0;Não;6.578056666666668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.3;7.5;2.0;7.291666666666667;6.944439999999998;5.0;2020;2;G
481;ALUNO-482;Escola Pública;12;4;Não;8.342224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.6;7.5;8.0;9.166666666666666;8.277776666666668;5.0;2020;2;E
482;ALUNO-483;Rede Decisão/União;11;2;Não;8.374169333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.6;5.0;8.0;7.708333333333334;8.16667;10.0;2020;2;E
483;ALUNO-484;FIAP;18;4;;5.703335;D;Quartzo;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Ponto a melhorar em 2021: As suas notas na Faculdade.;;9.58335;0.0;3.125;7.8;0.0;0.0;10.0;2020;8;A
485;ALUNO-486;Escola Pública;12;1;Não;5.862502000000001;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.0;5.0;0.5;5.625;7.5;5.0;2020;2;B
486;ALUNO-487;Escola Pública;8;1;Não;8.78125;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;10.0;7.5;10.0;7.8125;6.49999;10.0;2020;0;G
487;ALUNO-488;Escola Pública;13;1;Não;6.512222666666668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;4.2;6.875;5.666666666666667;7.291666666666667;5.611103333333335;10.0;2020;3;R
489;ALUNO-490;Rede Decisão/União;14;4;Não;8.003127333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;8.5;6.875;8.666666666666666;7.65625;8.29167;5.0;2020;3;B
490;ALUNO-491;Escola Pública;10;1;Não;6.662084;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;2.3;7.5;10.0;7.1875;6.91666;5.0;2020;1;F
491;ALUNO-492;Escola Pública;17;2;Não;7.602290666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.66666;8.1;7.5;5.833333333333333;7.65625;8.166665;10.0;2020;7;A
494;ALUNO-495;FIAP;19;1;;8.651667;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;7.91667;10.0;7.5;8.4;0.0;0.0;10.0;2020;8;A
495;ALUNO-496;Rede Decisão/União;11;2;Não;8.688544833333335;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.5;7.5;7.666666666666667;7.96875;8.5416725;10.0;2020;3;B
498;ALUNO-499;Rede Decisão/União;11;3;Não;8.308752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.7;10.0;9.0;7.1875;8.0;5.0;2020;1;B
